q,"confidence_(0.5, 0.55]","confidence_(0.55, 0.6]","confidence_(0.6, 0.65]","confidence_(0.65, 0.7]","confidence_(0.7, 0.75]","confidence_(0.75, 0.8]","confidence_(0.8, 0.85]","confidence_(0.85, 0.9]","confidence_(0.9, 0.95]","confidence_(0.95, 1.0]","sc_(0.0, 0.05]","sc_(0.05, 0.1]","sc_(0.1, 0.15]","sc_(0.15, 0.2]","sc_(0.2, 0.25]","sc_(0.25, 0.3]","sc_(0.3, 0.35]","sc_(0.35, 0.4]","sc_(0.4, 0.45]","sc_(0.45, 0.5]","sc_(0.5, 0.55]","sc_(0.55, 0.6]","sc_(0.6, 0.65]","sc_(0.65, 0.7]","sc_(0.7, 0.75]","sc_(0.75, 0.8]","sc_(0.8, 0.85]","sc_(0.85, 0.9]","sc_(0.9, 0.95]","sc_(0.95, 1.0]",number_of_participants,own_percentage,mean_sc,std_sc,min_sc,p25_sc,p50_sc,p75_sc,max_sc,mean_conf,std_conf,min_conf,p25_conf,p50_conf,p75_conf,max_conf,skew_own,skew_sc,skew_conf,skew_row_average,skew_row_skew,minority_percentage,real_expert_number,P_expert_number_rT,P_expert_number_rF,MEAN_P_expert_rT,MEAN_P_expert_rF,prelec_prediction,majority_prediction,x0_dermatology,x0_state,x0_trivia_Beijing,x0_trivia_Berlin,x0_trivia_Boer,x0_trivia_Borneo,x0_trivia_Georgia,x0_trivia_Greek,x0_trivia_Memphis,x0_trivia_Ocean,x0_trivia_Rosetta,x0_trivia_Tin,x0_trivia_africa,x0_trivia_alex,x0_trivia_alpha,x0_trivia_anagram,x0_trivia_andes,x0_trivia_aorta,x0_trivia_atlantic,x0_trivia_baikal,x0_trivia_bigben,x0_trivia_billy,x0_trivia_birm,x0_trivia_brass,x0_trivia_china,x0_trivia_churchil,x0_trivia_constant,x0_trivia_cow,x0_trivia_custer,x0_trivia_cyprus,x0_trivia_death,x0_trivia_dot,x0_trivia_ecuador,x0_trivia_eggs,x0_trivia_einstein,x0_trivia_euro,x0_trivia_faroe,x0_trivia_femur,x0_trivia_fluffy,x0_trivia_french,x0_trivia_hydrogen,x0_trivia_iberian,x0_trivia_indiana,x0_trivia_insects,x0_trivia_iron,x0_trivia_japan,x0_trivia_jhb,x0_trivia_joan,x0_trivia_jupiter,x0_trivia_khan,x0_trivia_kili,x0_trivia_kyrgyz,x0_trivia_landl,x0_trivia_leg,x0_trivia_leptons,x0_trivia_letters,x0_trivia_lincoln,x0_trivia_living,x0_trivia_louis,x0_trivia_macbeth,x0_trivia_moldova,x0_trivia_mozam,x0_trivia_muon,x0_trivia_nero,x0_trivia_newz,x0_trivia_nigeria,x0_trivia_nile,x0_trivia_nitrogen,x0_trivia_norway,x0_trivia_red,x0_trivia_riverSA,x0_trivia_rocket,x0_trivia_rome,x0_trivia_russian,x0_trivia_sahara,x0_trivia_station,x0_trivia_uranus,x0_trivia_vjday,x0_trivia_widow,x0_trivia_wu,x0_trivia_year,x0_trivia_zip,actual
4 - benign xanthogranuloma.jpg,-0.3509404590562663,0.5154912566174238,-0.2606936229533505,0.503964028374364,-0.31698338899620826,1.398153321798811,-0.2794045713622833,1.4445628652175688,-0.27173375006901496,-0.7300459982320461,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,0.02912290728660418,-0.46637520303344826,-0.2791995150511213,-0.6846257705757104,1.936478307537154,-0.6998146363418264,2.8618611729730397,-0.805529658027602,0.9912666393587142,-0.5627887162486921,-0.5510248978113099,-0.4541542867996389,-0.5291475070250096,-1.1817437857851338,-0.36947293224083816,0.06848154090887838,-1.293049107368921,0.9290026769149721,0.29347780562501896,0.3123290689083953,-0.6033570609835325,-0.982662674325013,0.10174138078524979,-0.18956428478784929,-0.6023134719216585,0.2255347311433775,0.23108787717806825,0.2335083752775971,0.3716421902263667,0.2720090036335488,0.35495378315333104,-0.38160632905358277,-0.13916175933090286,-1.363466395165001,1.360385864348193,1.8132928288340273,1.4762163287655232,-0.6542501539757344,1.669550064554646,1.5038672225526628,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4 - malignant superficial spreading melanoma.jpg,-0.3509404590562663,-1.2953058232439107,-0.2606936229533505,-1.4925452915137865,-0.31698338899620826,-0.6001782150117001,-0.2794045713622833,0.750036655033207,-0.27173375006901496,2.4939462067532188,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,-1.0145058586044753,-0.46637520303344826,-1.3390688620770252,-0.6846257705757104,-0.95539281319231,-0.6998146363418264,-1.5118545219847184,-0.805529658027602,-0.47891447681642646,-0.5627887162486921,2.3063879292088307,-0.4541542867996389,4.261127313896561,-1.1817437857851338,1.6337740774666374,2.722110605422569,-1.8781438798804138,2.0086405416196973,2.6442854031299485,2.5356885424936015,1.9358209511716007,0.8211761509219503,1.7741511736295452,-1.7715171529114486,2.4333464265635083,1.5993503523213186,1.6156372126243996,1.0717435685817995,0.3716421902263667,0.2232789022953597,-2.0101858712529532,-1.3296404125189825,-2.0865588535011255,2.3611706147057805,-1.8293198164313798,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.7711382025270039,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
41 - Malignant ListaImagens\fibroxanthoma-atypical_fibroxanthoma1.jpg,-0.3509404590562663,0.5154912566174238,-0.2606936229533505,-0.49429063156971115,-0.31698338899620826,1.398153321798811,-0.2794045713622833,1.4445628652175688,-0.27173375006901496,-0.12554745979730897,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,0.02912290728660418,-0.46637520303344826,-0.014232178294645277,-0.6846257705757104,-0.37701858904641705,-0.6998146363418264,0.12828886362444086,-0.805529658027602,1.481327011417094,-0.5627887162486921,0.4014460445287368,-0.4541542867996389,0.42890745715930473,-1.1817437857851338,-1.6022403228300537,0.37175343399615746,0.6658999961386891,0.3891837445626076,-0.4901247268766224,0.3123290689083953,0.243035609734849,0.8211761509219503,0.5105526634805246,-0.16749392241661662,0.4095731609067271,0.9124425417323518,0.23108787717806825,0.2335083752775971,0.3716421902263667,1.3522137840722475,0.2262281110808812,-0.3872174572056965,0.8958519659188036,-1.025090556729149,-0.7660845895048555,-0.024799660571342336,-0.37272261183543043,0.0007797975613536735,-0.07620352991743197,-0.3575008525125191,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43 - Benign ListaImagens\impetigo12 .jpg,-0.3509404590562663,-1.2953058232439107,-0.2606936229533505,0.0048366984023263705,-0.31698338899620826,-0.6001782150117001,-0.2794045713622833,1.0972997601253882,-0.27173375006901496,-0.9315455110436252,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,-1.0145058586044753,-0.46637520303344826,-1.0741015253205493,-0.6846257705757104,-0.37701858904641705,-0.6998146363418264,0.12828886362444086,-0.805529658027602,0.011145895241953623,-0.5627887162486921,0.4014460445287368,-0.4541542867996389,-0.5291475070250096,-1.1817437857851338,-0.6134581449616203,0.8424566847253744,-1.1034426285252026,1.4688216092673352,0.8811797050012529,0.682888981172598,0.45463377741443967,-0.982662674325003,0.597270208294675,-1.1781214086207425,1.4214597937351183,0.740715589085109,0.9233625449012347,0.23350837527760177,-2.3195598769300503,0.4452491484365091,0.13390406244429706,-0.703553439177853,-0.20692441097525932,-1.266766274464014,0.9395219203564428,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.7711382025270039,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43 - Malignant ListaImagens\keratoacanthoma4.jpg,-0.3509404590562663,-1.2953058232439107,-0.2606936229533505,-0.9934179615417489,-0.31698338899620826,-0.200511907649598,-0.2794045713622833,1.0972997601253882,-0.27173375006901496,-0.5285464854204671,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,-1.0145058586044753,-0.46637520303344826,-1.0741015253205493,-0.6846257705757104,-0.37701858904641705,-0.6998146363418264,1.2217177873638807,-0.805529658027602,-0.47891447681642646,-0.5627887162486921,-0.5510248978113099,-0.4541542867996389,0.10955580243120003,-1.1817437857851338,1.3374357624211535,0.8849827915284729,-0.6765806689130355,1.4688216092673352,1.0770803381266638,0.31232906890839696,0.2430356097348471,0.8211761509219503,1.002269730778335,-1.314322059028277,1.4214597937351172,0.9124425417323503,0.9233625449012347,0.23350837527760177,0.3716421902263667,-1.8372727269322788,1.080194075101813,-0.43047309681939305,-1.5578686911998074,1.023533752229432,-1.3181490342551665,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.7711382025270039,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44 - Benign ListaImagens\keratosis_seborrheic2.jpg,-0.3509404590562663,0.06279198665209006,-0.2606936229533505,0.0048366984023263705,-0.31698338899620826,2.1974859365230146,-0.2794045713622833,1.7918259703097494,-0.27173375006901496,-0.9315455110436252,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,0.7087878623077339,-0.4983110705769795,3.360382111070707,-0.653149892690036,1.0727516731776836,-0.46637520303344826,-0.014232178294645277,-0.6846257705757104,1.3581040833912617,-0.6998146363418264,-0.4184255982452788,-0.805529658027602,1.9713873834754747,-0.5627887162486921,-0.5510248978113099,-0.4541542867996389,-0.5291475070250096,-1.1817437857851338,-1.6022403228300537,-0.500153258629772,0.16953497859505662,-0.1506351877897547,-0.4901247268766224,-0.42879075562000596,0.243035609734849,-0.982662674325013,0.17607070491166404,-0.49542796423950997,-0.6023134719216585,0.2255347311433775,0.23108787717806825,0.2335083752775971,-2.319559876930065,1.3522137840722475,0.13738317957412824,-0.8566727298065616,1.252547318584474,-0.37365792127615605,-0.7660845895048555,0.28154908766288594,-0.16728495176865776,-0.6542501539757344,-0.07620352991743197,0.05613649750196579,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45 - Malignant ListaImagens\lentigo_maligna-melanoma2.jpg,-0.3509404590562663,-1.2953058232439107,-0.2606936229533505,-1.4925452915137865,-0.31698338899620826,-1.3995108297359045,-0.2794045713622833,-0.6390157653355162,-0.27173375006901496,1.2849491298837443,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,-1.0145058586044753,-0.46637520303344826,-1.3390688620770252,-0.6846257705757104,-1.5337670373382029,-0.6998146363418264,-0.9651400601149986,-0.805529658027602,-0.9689748488748066,-0.5627887162486921,-0.5510248978113099,-0.4541542867996389,2.6643690402560383,-1.1817437857851338,1.6337740774666374,2.8533340207007187,-1.856276372330542,2.5484594739720614,3.427887935631594,2.5356885424936015,1.9358209511716007,0.8211761509219503,2.0028567863262032,-2.4331302234751506,3.4452330593918963,2.286258162910291,1.6156372126243996,1.0717435685817995,0.3716421902263667,0.2232789022953597,-1.912734161242978,-2.1048883622595342,-2.1041911721906086,1.2950424757208954,-1.8293198164313798,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.7711382025270039,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46 - Benign ListaImagens\Leprosy_tuberculoid84.jpg,-0.3509404590562663,-0.842606553278577,-0.2606936229533505,-0.49429063156971115,-0.31698338899620826,-0.200511907649598,-0.2794045713622833,1.0972997601253882,-0.27173375006901496,1.4864486426953234,-0.15578132086241597,1.5542547560426638,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,-1.0145058586044753,-0.46637520303344826,-0.8091341885640733,-0.6846257705757104,-1.5337670373382029,-0.6998146363418264,0.12828886362444086,-0.805529658027602,0.9912666393587142,-0.5627887162486921,1.3539169868687837,-0.4541542867996389,1.7063140760717241,-1.1817437857851338,-2.0645280943010094,1.0162062068066255,2.1522021137367617,-1.2302730524944818,1.077080338126662,1.0534488934368007,1.9358209511716007,0.8211761509219503,1.2910105668078635,-0.5306702746387681,0.4095731609067271,1.5993503523213186,0.9233625449012309,1.0717435685817995,0.3716421902263667,3.080749884957328,-1.2726365379828264,-1.1471468825693427,1.4796162317089145,0.6661620118968431,-1.5635110096997484,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.7711382025270039,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46 - Malignant ListaImagens\squamous_cell_carcinoma12.jpg,-0.3509404590562663,-0.3899072833132435,-0.2606936229533505,-0.49429063156971115,-0.31698338899620826,2.5971522438851173,-0.2794045713622833,1.7918259703097494,-0.27173375006901496,-0.5285464854204671,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,0.7087878623077339,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,1.0727516731776836,-0.46637520303344826,-0.2791995150511213,-0.6846257705757104,-0.95539281319231,-0.6998146363418264,0.6750033254941608,-0.805529658027602,1.9713873834754747,-0.5627887162486921,0.4014460445287368,-0.4541542867996389,0.10955580243120003,-1.1817437857851338,-1.7563362466537058,0.2580264740884257,0.7545415160848159,-0.1506351877897547,-0.4901247268766224,0.3123290689083953,0.243035609734849,0.8211761509219503,0.5477173255437261,-0.8501826839682332,0.4095731609067271,0.9124425417323518,0.23108787717806825,0.2335083752775971,0.3716421902263667,1.6467257234616828,-0.09406821379789959,-0.5234273910854103,1.2212482761680599,-0.18935939201932986,-1.0318933962364865,-0.6374971570397988,-0.7835979319689756,-0.16297769032291834,-0.36716246232944494,-0.5643195275197616,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47 - Benign ListaImagens\lichen_planus-vesicular3.jpg,-0.3509404590562663,-0.3899072833132435,-0.2606936229533505,1.0030913583464018,-0.31698338899620826,3.396484858609321,-0.2794045713622833,0.4027735499410264,-0.27173375006901496,-0.9315455110436252,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,0.02912290728660418,-0.46637520303344826,1.0456371687312584,-0.6846257705757104,0.20135563509947574,-0.6998146363418264,1.2217177873638807,-0.805529658027602,1.481327011417094,-0.5627887162486921,-1.0272603689813333,-0.4541542867996389,-0.5291475070250096,-1.1817437857851338,-1.6022403228300537,-0.38642629872204026,-0.794363851623072,0.3891837445626076,-0.4901247268766224,-0.42879075562000596,-0.6033570609835325,-2.78650149957196,0.027412056658835535,-0.8501826839682332,-0.6023134719216585,0.2255347311433775,0.23108787717806825,-0.6047268180265978,-2.319559876930065,1.3522137840722475,0.4030513884185572,-0.8180938526494963,1.0610430368307036,-1.0257298239884776,-0.7660845895048555,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.3575008525125191,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47 - Malignant ListaImagens\squamous_cell_carcinoma42.jpg,-0.3509404590562663,-1.2953058232439107,-0.2606936229533505,-1.4925452915137865,-0.31698338899620826,0.9984870144367084,-0.2794045713622833,0.750036655033207,-0.27173375006901496,-0.7300459982320461,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,0.02912290728660418,-0.46637520303344826,-1.3390688620770252,-0.6846257705757104,-0.37701858904641705,-0.6998146363418264,1.2217177873638807,-0.805529658027602,-0.47891447681642646,-0.5627887162486921,-0.07478942664128652,-0.4541542867996389,-0.20979585229690476,-1.1817437857851338,1.0410974473756682,0.739178996774974,-0.5847206793404214,0.9290026769149717,1.0770803381266638,0.31232906890839696,0.2430356097348471,0.8211761509219503,0.8593287228429257,-1.7593947314336507,2.433346426563506,0.9124425417323503,0.9233625449012347,0.23350837527760177,0.3716421902263667,-1.0218451070866645,0.22110465349719444,0.6852255310756299,-1.241340631114591,0.9480458120986691,-0.8069782520789532,-0.6374971570397988,-0.37272261183543043,-0.6542501539757344,-0.6581213947414579,-0.3575008525125191,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
48 - Malignant ListaImagens\squamous_cell_carcinoma67.jpg,-0.3509404590562663,0.06279198665209006,-0.2606936229533505,1.5022186883184392,-0.31698338899620826,1.398153321798811,-0.2794045713622833,0.750036655033207,-0.27173375006901496,-0.32704697260888804,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,1.0727516731776836,-0.46637520303344826,0.25073515846183053,-0.6846257705757104,2.5148525316830472,-0.6998146363418264,0.6750033254941608,-0.805529658027602,0.011145895241953623,-0.5627887162486921,-1.0272603689813333,-0.4541542867996389,0.42890745715930473,-1.1817437857851338,0.40100668687742186,-0.045245418998853384,-0.17636436032582148,0.9290026769149721,-0.4901247268766224,-0.42879075562000596,-0.6033570609835325,0.8211761509219503,0.2875646911012849,-0.3519254924511176,0.4095731609067271,0.2255347311433775,0.23108787717806825,0.2335083752775971,0.3716421902263667,-0.24643419382705983,1.5061349304926326,0.1052219840773027,-0.5378248906068913,-0.40598552847652464,0.29715063742166864,0.28154908766288594,0.8599033485652053,-0.6542501539757344,0.21475540249458103,0.8834111975309356,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5 - benign blue naevus.jpg,-0.3509404590562663,-0.3899072833132435,-0.2606936229533505,0.0048366984023263705,-0.31698338899620826,-0.9998445223738022,-0.2794045713622833,-0.2917526602433354,-0.27173375006901496,-0.32704697260888804,-0.15578132086241597,1.5542547560426638,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,-1.0145058586044753,-0.46637520303344826,-1.0741015253205493,-0.6846257705757104,-0.37701858904641705,-0.6998146363418264,0.12828886362444086,-0.805529658027602,-0.9689748488748066,-0.5627887162486921,0.4014460445287368,-0.4541542867996389,-0.20979585229690476,-1.1817437857851338,-1.5765576688594454,0.44757140726797723,1.3057676011208517,-0.6904541201421185,0.29347780562501985,0.3123290689083978,1.0894282804532258,0.8211761509219503,0.44241744969797536,0.3901137313339431,0.4095731609067282,0.2255347311433798,0.5772252110396481,0.44306717360365094,0.3716421902263667,1.3978350417859133,-1.0417124134527316,-0.04656926145720452,1.1282027172824642,0.6076574564964025,-0.7217831217162508,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.7711382025270039,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
